Name,Wallet,Wins,Losses,Total Won,Total Lost,Duplicated Bets,Diff Outcome Count,Diff Outcome Details
black-rabbit,0xb6ce76828a51b382f7e88cbb9baa0f03f9c17a7d,40,18,26817.48,10799.42,36,29,"dota2-ty-ts8-2025-12-21-game1: Different outcomes (Team Yandex, Team Spirit); dota2-ts8-pari-2025-12-21-game1: Different outcomes (PARIVISION, Team Spirit); dota2-pari-xtreme-2025-12-20-game1: Different outcomes (PARIVISION, Xtreme Gaming); lol-nip-lgd-2025-12-20: Different outcomes (Ninjas in Pyjamas, LGD Gaming); lol-edg-ig1-2025-12-20-game1: Different outcomes (EDward Gaming, Invictus Gaming); cs2-rstr-ctg-2025-12-20: Different outcomes (Change The Game, Rooster); dota2-ts8-ty-2025-12-20: Different outcomes (Team Yandex, Team Spirit); dota2-z10-yes-2025-12-22: Different outcomes (Zero Tenacity, Yellow Submarine); dota2-ty-ts8-2025-12-21-game3: Different outcomes (Team Yandex, Team Spirit); dota2-pari-og-2025-12-20: Different outcomes (PARIVISION, OG); dota2-ty-ts8-2025-12-21: Different outcomes (Team Yandex, Team Spirit); dota2-ts8-ty-2025-12-20-game2: Different outcomes (Team Yandex, Team Spirit); dota2-pari-og-2025-12-20-game2: Different outcomes (PARIVISION, OG); lol-edg-ig1-2025-12-20-game2: Different outcomes (EDward Gaming, Invictus Gaming); lol-wb-omg-2025-12-20-game2: Different outcomes (Weibo Gaming, Oh My God); lol-blg-lng-2025-12-22-game2: Different outcomes (Bilibili Gaming, LNG Esports); dota2-pari-og-2025-12-20-game1: Different outcomes (PARIVISION, OG); lol-lgd-edg-2025-12-21: Different outcomes (EDward Gaming, LGD Gaming); dota2-pari-xtreme-2025-12-20: Different outcomes (PARIVISION, Xtreme Gaming); lol-wb-omg-2025-12-20: Different outcomes (Weibo Gaming, Oh My God); dota2-ts8-ty-2025-12-20-game1: Different outcomes (Team Yandex, Team Spirit); dota2-ts8-pari-2025-12-21: Different outcomes (PARIVISION, Team Spirit); cs2-mana-meg1-2025-12-22: Different outcomes (MANA eSports, megoshort); dota2-ty-ts8-2025-12-21-total-games-4pt5: Different outcomes (Under, Over); dota2-ts8-pari-2025-12-21-game2: Different outcomes (PARIVISION, Team Spirit); dota2-pari-xtreme-2025-12-20-game2: Different outcomes (PARIVISION, Xtreme Gaming); lol-lng-jdg-2025-12-21-game2: Different outcomes (JD Gaming, LNG Esports); cs2-33-sparta-2025-12-22: Different outcomes (33, SPARTA); lol-lgd-edg-2025-12-21-game1: Different outcomes (EDward Gaming, LGD Gaming)"
theyseemeloosintheyhatin,0x14333d20e95f39472970d2feff6c9c4c16fd56a0,136,145,792561.03,779384.29,49,1,"fl1-ang-nan-2025-12-12-ang: Different outcomes (No, Yes)"
0xe74A4446EfD66A4de690962938F550D8921A40Ee-1764438981358,0xe74a4446efd66a4de690962938f550d8921a40ee,18,14,389970.83,552122.04,25,2,"dota2-pari-xtreme-2025-12-20: Different outcomes (PARIVISION, Xtreme Gaming); dota2-ts8-pari-2025-12-21: Different outcomes (PARIVISION, Team Spirit)"
InfiniteCry,0x72aaaaf9f6b0286e390de5b568af0f99a00c90e0,36,30,49594.82,16567.5,47,28,"lol-up-lng-2025-12-15-game1: Different outcomes (Ultra Prime, LNG Esports); cs2-jjh-erupt-2025-12-18: Different outcomes (JiJieHao, Eruption); val-pr1-geng-2025-12-19: Different outcomes (Paper Rex, Gen.G Esports); val-fpx-pr1-2025-12-18: Different outcomes (FunPlus Phoenix, Paper Rex); val-g21-pr1-2025-12-20-total-games-2pt5: Different outcomes (Under, Over); val-fpx-geng-2025-12-18: Different outcomes (FunPlus Phoenix, Gen.G Esports); epl-che-ast-2025-12-27-total-2pt5: Different outcomes (Under, Over); lol-hle1-t1-2025-12-14-game2: Different outcomes (Hanwha Life Esports, T1); val-g21-fpx-2025-12-19: Different outcomes (G2 Esports, FunPlus Phoenix); lol-hle1-t1-2025-12-14-game3: Different outcomes (Hanwha Life Esports, T1); cs2-vit-faze-2025-12-14-total-games-4pt5: Different outcomes (Under, Over); lol-hle1-t1-2025-12-14-game1: Different outcomes (Hanwha Life Esports, T1); cs2-faze-navi-2025-12-13: Different outcomes (Natus Vincere, FaZe); cs2-faze-navi-2025-12-13-game2: Different outcomes (Natus Vincere, FaZe); bitcoin-up-or-down-december-23-10am-et: Different outcomes (Up, Down); cs2-vit-faze-2025-12-14-game1: Different outcomes (Vitality, FaZe); val-geng-pr1-2025-12-21: Different outcomes (Paper Rex, Gen.G Esports); val-blg-geng-2025-12-18: Different outcomes (Bilibili Gaming, Gen.G Esports); cs2-vit-faze-2025-12-14-total-games-3pt5: Different outcomes (Under, Over); cs2-vit-faze-2025-12-14-game2: Different outcomes (Vitality, FaZe); lol-hle1-t1-2025-12-14-total-games-4pt5: Different outcomes (Under, Over); val-g21-pr1-2025-12-20-game2: Different outcomes (G2 Esports, Paper Rex); val-nova-fpx-2025-12-19: Different outcomes (FunPlus Phoenix, Nova Esports); lol-up-lng-2025-12-15-total-games-2pt5: Different outcomes (Under, Over); val-geng-pr1-2025-12-21-total-games-4pt5: Different outcomes (Under, Over); lol-hle1-t1-2025-12-14: Different outcomes (Hanwha Life Esports, T1); lol-frk-we-2025-12-15-game2: Different outcomes (FRK, Team WE); cs2-vit-faze-2025-12-14: Different outcomes (Vitality, FaZe)"
EF203F2IPFC2ICP20W-CP3,0x4133bcbad1d9c41de776646696f41c34d0a65e70,36,3,140568.41,10092.51,14,14,"por-scb-ben-2025-12-28-draw: Different outcomes (No, Yes); por-scb-ben-2025-12-28-scb: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-1pt5: Different outcomes (Under, Over); sea-ata-int-2025-12-28-total-4pt5: Different outcomes (Under, Over); por-spo-rio-2025-12-28-draw: Different outcomes (No, Yes); sea-ata-int-2025-12-28-int: Different outcomes (No, Yes); sea-ata-int-2025-12-28-draw: Different outcomes (No, Yes); por-spo-rio-2025-12-28-spo: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-3pt5: Different outcomes (Under, Over); sea-ata-int-2025-12-28-total-2pt5: Different outcomes (Under, Over); sea-ata-int-2025-12-28-spread-away-1pt5: Different outcomes (FC Internazionale Milano, Atalanta BC); por-spo-rio-2025-12-28-rio: Different outcomes (No, Yes); por-scb-ben-2025-12-28-ben: Different outcomes (No, Yes); sea-ata-int-2025-12-28-ata: Different outcomes (No, Yes)"
BlindOrangutan,0x97317409bfd9e992611596acee93e8b938019b35,85,57,117401.62,32053.99,72,23,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); nfl-tb-mia-2025-12-28-spread-away-4pt5: Different outcomes (Buccaneers, Dolphins); nfl-no-ten-2025-12-28-spread-away-2pt5: Different outcomes (Saints, Titans); nfl-ne-nyj-2025-12-28-spread-away-12pt5: Different outcomes (Jets, Patriots); nfl-jax-ind-2025-12-28-spread-away-4pt5: Different outcomes (Colts, Jaguars); nfl-tb-mia-2025-12-28-spread-away-5pt5: Different outcomes (Buccaneers, Dolphins); nhl-mon-fla-2025-12-30: Different outcomes (Panthers, Canadiens); nfl-sea-car-2025-12-28-spread-away-6pt5: Different outcomes (Panthers, Seahawks); nba-phi-okc-2025-12-28-spread-home-15pt5: Different outcomes (76ers, Thunder); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); nfl-sea-car-2025-12-28-spread-away-7pt5: Different outcomes (Panthers, Seahawks); nfl-tb-mia-2025-12-28: Different outcomes (Buccaneers, Dolphins); nba-det-lac-2025-12-28: Different outcomes (Pistons, Clippers); sea-bol-sas-2025-12-28-bol: Different outcomes (No, Yes); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); nfl-jax-ind-2025-12-28-spread-away-6pt5: Different outcomes (Colts, Jaguars); nfl-nyg-lv-2025-12-28-spread-away-2pt5: Different outcomes (Raiders, Giants); nfl-ne-nyj-2025-12-28-spread-away-13pt5: Different outcomes (Jets, Patriots); nhl-pit-chi-2025-12-28: Different outcomes (Penguins, Blackhawks); nba-mem-was-2025-12-28: Different outcomes (Grizzlies, Wizards); nfl-phi-buf-2025-12-28-spread-home-3pt5: Different outcomes (Bills, Eagles); will-the-baltimore-ravens-win-the-afc-north-1: Different outcomes (No, Yes); nba-phi-okc-2025-12-28-spread-home-14pt5: Different outcomes (76ers, Thunder)"
Lsufbey,0x2b15b1cab8917d786e44765002a07a78ee8c9b08,2,1,69993.94,41986.62,3,1,"nba-min-den-2025-12-25: Different outcomes (Nuggets, Timberwolves)"
Frosenn,0x06ecb7e739f5455922ce57e83284f132c7f0f845,77,17,243764.67,15055.79,30,3,"will-unrwa-win-the-nobel-peace-prize-in-2026-983: Different outcomes (No, Yes); will-personthing-e-be-times-person-of-the-year-for-2025: Different outcomes (No, Yes); will-artificial-intelligence-be-times-person-of-the-year-for-2025: Different outcomes (No, Yes)"
shutitfatty,0xc29e1cef4256f423e5a3e713d886bd25f98da2ca,0,0,0.0,0.0,0,0,
catch23,0x76e7a9110e3ee58d5169deb00b130c28dd5a8197,1,1,104103.54,15596.79,2,0,
crossfire154,0xe73ee729fc8ac69c3ee6ca70dedb3875070574fe,36,33,1081160.93,975168.38,50,0,
Lugh-do,0xc31d0a0d63d760d72a1236d16beaa6a71c854ebe,23,20,855022.92,513318.41,29,0,
0xEb19c2a1b57784C90A4c1B9Aa65CFf5587f5534F-1764971434211,0xeb19c2a1b57784c90a4c1b9aa65cff5587f5534f,3,0,87624.5,0.0,3,0,
BuyHighSmileHigher,0x7a783f89e3378d6bb02f573d31112904476dadd7,36,48,155.55,293.68,76,39,"solana-up-or-down-december-25-11pm-et: Different outcomes (Up, Down); epl-bre-bou-2025-12-27-total-2pt5: Different outcomes (Under, Over); bitcoin-up-or-down-december-25-11am-et: Different outcomes (Up, Down); sea-pis-juv-2025-12-27-draw: Different outcomes (No, Yes); epl-bre-bou-2025-12-27-bou: Different outcomes (No, Yes); xrp-up-or-down-december-26-12am-et: Different outcomes (Up, Down); epl-bre-bou-2025-12-27-bre: Different outcomes (No, Yes); epl-che-ast-2025-12-27-total-2pt5: Different outcomes (Under, Over); ethereum-up-or-down-december-25-11am-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-25-12pm-et: Different outcomes (Up, Down); solana-up-or-down-december-25-11am-et: Different outcomes (Up, Down); solana-up-or-down-december-26-12am-et: Different outcomes (Up, Down); solana-up-or-down-december-24-11pm-et: Different outcomes (Up, Down); epl-che-ast-2025-12-27-draw: Different outcomes (No, Yes); ethereum-up-or-down-december-25-11pm-et: Different outcomes (Up, Down); ethereum-up-or-down-december-25-9am-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-25-12am-et: Different outcomes (Up, Down); epl-liv-wol-2025-12-27-total-2pt5: Different outcomes (Under, Over); solana-up-or-down-december-25-10pm-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-25-9am-et: Different outcomes (Up, Down); xrp-up-or-down-december-25-11pm-et: Different outcomes (Up, Down); xrp-up-or-down-december-25-12pm-et: Different outcomes (Up, Down); solana-up-or-down-december-25-12pm-et: Different outcomes (Up, Down); xrp-up-or-down-december-25-12am-et: Different outcomes (Up, Down); epl-liv-wol-2025-12-27-draw: Different outcomes (No, Yes); xrp-up-or-down-december-25-10am-et: Different outcomes (Up, Down); sea-tor-cag-2025-12-27-draw: Different outcomes (No, Yes); epl-bre-bou-2025-12-27-draw: Different outcomes (No, Yes); sea-tor-cag-2025-12-27-tor: Different outcomes (No, Yes); ethereum-up-or-down-december-26-12am-et: Different outcomes (Up, Down); ethereum-up-or-down-december-25-12pm-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-26-12am-et: Different outcomes (Up, Down); sea-pis-juv-2025-12-27-total-2pt5: Different outcomes (Under, Over); xrp-up-or-down-december-25-9am-et: Different outcomes (Up, Down); solana-up-or-down-december-25-10am-et: Different outcomes (Up, Down); sea-udi-laz-2025-12-27-udi: Different outcomes (No, Yes); bitcoin-up-or-down-december-25-11pm-et: Different outcomes (Up, Down); sea-udi-laz-2025-12-27-laz: Different outcomes (No, Yes); solana-up-or-down-december-25-9am-et: Different outcomes (Up, Down)"
rdba,0xc4d1a863e9cc45d02ba22d3a1ae9ba7822018ce8,53,12,5564011.95,272501.68,35,7,"will-zohran-mamdani-win-by-0-10: Different outcomes (No, Yes); will-zohran-mamdani-win-by-10-20: Different outcomes (No, Yes); will-artificial-intelligence-be-times-person-of-the-year-for-2025: Different outcomes (No, Yes); elon-musk-of-tweets-november-14-november-21-160-179: Different outcomes (No, Yes); us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971-353-859-836-598-255-382-192-983: Different outcomes (No, Yes); will-andrew-cuomo-win-the-2025-nyc-mayoral-election: Different outcomes (No, Yes); will-mamdani-get-over-50-of-the-vote-in-the-general-mayoral-election: Different outcomes (No, Yes)"
0x0A77exmm,0x0a77bc0638f13892c8b1d1d2c13ba178540f9d74,70,52,128646.65,93033.38,90,36,"nba-okc-sas-2025-12-23-spread-away-5pt5: Different outcomes (Spurs, Thunder); nba-min-den-2025-12-25: Different outcomes (Nuggets, Timberwolves); nba-nop-cle-2025-12-23-spread-home-9pt5: Different outcomes (Pelicans, Cavaliers); nhl-tb-fla-2025-12-27: Different outcomes (Panthers, Lightning); nba-lac-por-2025-12-26: Different outcomes (Trail Blazers, Clippers); nhl-min-wpg-2025-12-27: Different outcomes (Jets, Wild); nba-cha-orl-2025-12-26-spread-home-5pt5: Different outcomes (Magic, Hornets); nhl-sj-van-2025-12-27: Different outcomes (Sharks, Canucks); nba-cle-hou-2025-12-27-spread-home-2pt5: Different outcomes (Rockets, Cavaliers); cfb-cah-hawaii-2025-12-24: Different outcomes (California, Hawaii); nba-chi-atl-2025-12-23-spread-home-3pt5: Different outcomes (Bulls, Hawks); nba-bkn-phi-2025-12-23-spread-home-9pt5: Different outcomes (76ers, Nets); nba-mia-atl-2025-12-26-spread-home-3pt5: Different outcomes (Hawks, Heat); nfl-pit-cle-2025-12-28-spread-away-4pt5: Different outcomes (Steelers, Browns); nba-dal-gsw-2025-12-25-spread-home-8pt5: Different outcomes (Warriors, Mavericks); nba-den-orl-2025-12-27: Different outcomes (Nuggets, Magic); nhl-cal-edm-2025-12-23: Different outcomes (Oilers, Flames); nfl-dal-was-2025-12-25-spread-away-8pt5: Different outcomes (Cowboys, Commanders); nba-phi-chi-2025-12-26-spread-away-2pt5: Different outcomes (76ers, Bulls); nba-dal-sac-2025-12-27: Different outcomes (Kings, Mavericks); nhl-nyr-nyi-2025-12-27: Different outcomes (Islanders, Rangers); nba-mia-atl-2025-12-26: Different outcomes (Hawks, Heat); nba-chi-atl-2025-12-23: Different outcomes (Bulls, Hawks); cfb-nmx-minnst-2025-12-26: Different outcomes (Minnesota, New Mexico); nba-phi-chi-2025-12-26: Different outcomes (76ers, Bulls); nba-cle-nyk-2025-12-25: Different outcomes (Knicks, Cavaliers); nba-hou-lal-2025-12-25: Different outcomes (Rockets, Lakers); nba-det-uta-2025-12-26-spread-away-9pt5: Different outcomes (Jazz, Pistons); nba-det-sac-2025-12-23-spread-away-9pt5: Different outcomes (Pistons, Kings); cfb-nmx-minnst-2025-12-26-spread-home-1pt5: Different outcomes (Minnesota, New Mexico); nba-cle-nyk-2025-12-25-spread-home-4pt5: Different outcomes (Knicks, Cavaliers); nhl-bos-buf-2025-12-27: Different outcomes (Sabres, Bruins); nba-dal-gsw-2025-12-25-spread-home-7pt5: Different outcomes (Warriors, Mavericks); nba-sas-okc-2025-12-25-spread-home-10pt5: Different outcomes (Spurs, Thunder); nba-phx-nop-2025-12-26-spread-away-5pt5: Different outcomes (Pelicans, Suns); nba-den-orl-2025-12-27-spread-away-3pt5: Different outcomes (Nuggets, Magic)"
Vetch,0x9c82c60829df081d593055ee5fa288870c051f13,69,26,161245.35,42416.87,74,12,"dota2-xtreme-ts8-2025-12-17: Different outcomes (Xtreme Gaming, Team Spirit); cs2-ts7-vit-2025-12-13: Different outcomes (Vitality, Spirit); dota2-flc-xtreme-2025-12-19: Different outcomes (Xtreme Gaming, Team Falcons); atp-landalu-kjaer-2025-12-17: Different outcomes (Kjaer, Landaluce); atp-tien-kjaer-2025-12-18: Different outcomes (Kjaer, Tien); will-trump-refrain-from-announcing-a-next-fed-chair-in-2025: Different outcomes (No, Yes); dota2-tundra-ty-2025-12-18: Different outcomes (Tundra Esports, Team Yandex); dota2-flc-pi-2025-12-13: Different outcomes (Team Falcons,  Pipsqueak+4); dota2-og-tundra-2025-12-17: Different outcomes (Tundra Esports, OG); atp-kjaer-jodar-2025-12-18: Different outcomes (Kjaer, Jodar); atp-landalu-jodar-2025-12-18: Different outcomes (Landaluce, Jodar); nba-bos-tor-2025-12-20: Different outcomes (Celtics, Raptors)"
0x29f99b23d58F02301b661D3bAc302B5B7487E310-1764845768873,0x29f99b23d58f02301b661d3bac302b5b7487e310,33,26,188067.78,170307.79,49,3,"dota2-xtreme-navi-2025-12-15: Different outcomes (Natus Vincere, Xtreme Gaming); dota2-tundra-ty-2025-12-18: Different outcomes (Tundra Esports, Team Yandex); dota2-flc-xtreme-2025-12-19-game2: Different outcomes (Xtreme Gaming, Team Falcons)"
dfsgretfewqrfew,0xfefb4ab20c207f11278c222e5276546727f74b5d,49,30,20590.59,22901.87,60,50,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); por-scb-ben-2025-12-28-draw: Different outcomes (No, Yes); nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nba-phx-nop-2025-12-27: Different outcomes (Pelicans, Suns); acn-alg-bur-2025-12-28-bur: Different outcomes (No, Yes); cbb-ccsc-gast-2025-12-28: Different outcomes (Georgia State Panthers, Columbia College (SC) Koalas); epl-cry-tot-2025-12-28-draw: Different outcomes (No, Yes); por-scb-ben-2025-12-28-ben: Different outcomes (No, Yes); cbb-lemyn-boscol-2025-12-28: Different outcomes (Le Moyne Dolphins, Boston College Eagles); cfb-gtech-byu-2025-12-27: Different outcomes (Georgia Tech, BYU); acn-civ-cmr-2025-12-28-draw: Different outcomes (No, Yes); cfb-vir-missr-2025-12-27: Different outcomes (Missouri, Virginia); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); acn-civ-cmr-2025-12-28-cmr: Different outcomes (No, Yes); nba-den-orl-2025-12-27: Different outcomes (Nuggets, Magic); sea-mil-ver-2025-12-28-mil: Different outcomes (No, Yes); cbb-csunr-stan-2025-12-27: Different outcomes (CSUN Matadors, Stanford Cardinal); cbb-penn-gmsn-2025-12-28: Different outcomes (George Mason Patriots, Penn Quakers); acn-alg-bur-2025-12-28-alg: Different outcomes (No, Yes); cbb-norfst-loulaf-2025-12-28: Different outcomes (Louisiana-Lafayette Ragin Cajuns, Norfolk State Spartans); nba-dal-sac-2025-12-27: Different outcomes (Kings, Mavericks); cbb-harvrd-colg-2025-12-28: Different outcomes (Harvard Crimson, Colgate Raiders); nfl-tb-mia-2025-12-28: Different outcomes (Buccaneers, Dolphins); epl-cry-tot-2025-12-28-cry: Different outcomes (No, Yes); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); nba-cle-hou-2025-12-27: Different outcomes (Rockets, Cavaliers); acn-eqg-sdn-2025-12-28-draw: Different outcomes (No, Yes); por-scb-ben-2025-12-28-scb: Different outcomes (No, Yes); nba-uta-sas-2025-12-27: Different outcomes (Jazz, Spurs); nfl-ari-cin-2025-12-28: Different outcomes (Bengals, Cardinals); cfb-lsu-hou-2025-12-27: Different outcomes (Houston, LSU); acn-gab-moz-2025-12-28-moz: Different outcomes (No, Yes); nba-mil-chi-2025-12-27: Different outcomes (Bulls, Bucks); cfb-miaoh-frest-2025-12-27: Different outcomes (Miami (OH), Fresno State); acn-gab-moz-2025-12-28-draw: Different outcomes (No, Yes); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); acn-eqg-sdn-2025-12-28-sdn: Different outcomes (No, Yes); nba-nyk-atl-2025-12-27: Different outcomes (Hawks, Knicks); cbb-chsou-rich-2025-12-28: Different outcomes (Richmond Spiders, Charleston Southern Buccaneers); acn-alg-bur-2025-12-28-draw: Different outcomes (No, Yes); acn-civ-cmr-2025-12-28-civ: Different outcomes (No, Yes); cbb-colmb-nfl-2025-12-28: Different outcomes (Columbia Lions, North Florida Ospreys); sea-bol-sas-2025-12-28-draw: Different outcomes (No, Yes); cbb-ncol-col-2025-12-28: Different outcomes (Colorado Buffaloes, Northern Colorado Bears); cfb-ntx-sdst-2025-12-27: Different outcomes (San Diego State, North Texas); epl-cry-tot-2025-12-28-tot: Different outcomes (No, Yes); nfl-bal-gb-2025-12-27: Different outcomes (Ravens, Packers); acn-gab-moz-2025-12-28-gab: Different outcomes (No, Yes); cbb-librty-flint-2025-12-28: Different outcomes (Liberty Flames, Florida International Golden Panthers); nfl-hou-lac-2025-12-27: Different outcomes (Texans, Chargers)"
ronsonjonson,0xf20986f7c6b8e3ea603a7bb33797d5ba982597e1,40,90,408045.59,237283.87,26,2,"nfl-kc-jax-2025-10-06: Different outcomes (Chiefs, Jaguars); will-psg-beat-bayern-munich-in-regulation-time: Different outcomes (No, Yes)"
benwyatt,0x1117eade222413335b7ec959e5b48c1d3dbc3532,53,38,560635.18,416677.49,59,6,"nfl-dal-was-2025-12-25-spread-away-7pt5: Different outcomes (Cowboys, Commanders); cfb-cah-hawaii-2025-12-24: Different outcomes (California, Hawaii); nfl-dal-was-2025-12-25-spread-away-8pt5: Different outcomes (Cowboys, Commanders); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); nhl-nyr-wsh-2025-12-23: Different outcomes (Rangers, Capitals); nhl-cbj-lak-2025-12-22: Different outcomes (Blue Jackets, Kings)"
Euan,0xdd225a03cd7ed89e3931906c67c75ab31cf89ef1,15,6,104284.42,5506.98,8,1,"battle-of-the-sexes-aryna-sabalenka-vs-nick-kyrgios: Different outcomes (Kyrgios, Sabalenka)"
Ryan888,0x20bcdf5a9c7696d1134cba8d77067d2a967fa3a7,14,4,2172546.75,1907213.36,13,0,
Karajan,0x8e9eedf20dfa70956d49f608a205e402d9df38e4,104,1,10724.67,895.25,0,0,
cqs,0xdfe3fedc5c7679be42c3d393e99d4b55247b73c4,28,6,886869.48,1558.71,18,1,"will-d4vd-be-the-1-searched-person-on-google-this-year: Different outcomes (No, Yes)"
evm,0xc8809a2756d80cbbf5c81a685f2ce113b3242c56,4,4,635626.37,260457.59,8,1,"yoon-arrested-by-next-friday: Different outcomes (No, Yes)"
sovereign2013,0xee613b3fc183ee44f9da9c05f53e2da107e3debf,108,27,221055.22,19326.44,102,60,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); nfl-nyg-lv-2025-12-28-total-42pt5: Different outcomes (Under, Over); nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nfl-nyg-lv-2025-12-28-total-40pt5: Different outcomes (Under, Over); nba-mem-was-2025-12-28-total-239pt5: Different outcomes (Under, Over); nba-phi-okc-2025-12-28-total-225pt5: Different outcomes (Under, Over); nba-bos-por-2025-12-28-total-228pt5: Different outcomes (Under, Over); nfl-ari-cin-2025-12-28-spread-home-6pt5: Different outcomes (Bengals, Cardinals); nba-sac-lal-2025-12-28-spread-home-12pt5: Different outcomes (Kings, Lakers); nba-bos-por-2025-12-28-total-230pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28-total-226pt5: Different outcomes (Under, Over); nfl-phi-buf-2025-12-28-total-45pt5: Different outcomes (Under, Over); nfl-phi-buf-2025-12-28-spread-home-2pt5: Different outcomes (Bills, Eagles); nba-sac-lal-2025-12-28-spread-home-10pt5: Different outcomes (Kings, Lakers); nba-det-lac-2025-12-28-spread-away-3pt5: Different outcomes (Pistons, Clippers); cbb-sanclr-oregst-2025-12-28-spread-away-6pt5: Different outcomes (Santa Clara Broncos, Oregon State Beavers); nhl-mon-tb-2025-12-28-total-6pt5: Different outcomes (Under, Over); nba-bos-por-2025-12-28: Different outcomes (Trail Blazers, Celtics); nhl-nyi-cbj-2025-12-28-total-5pt5: Different outcomes (Under, Over); nhl-mon-tb-2025-12-28: Different outcomes (Canadiens, Lightning); nba-det-lac-2025-12-28-spread-away-2pt5: Different outcomes (Pistons, Clippers); nfl-sea-car-2025-12-28-spread-away-6pt5: Different outcomes (Panthers, Seahawks); nba-phi-okc-2025-12-28-spread-home-15pt5: Different outcomes (76ers, Thunder); nba-mem-was-2025-12-28-spread-away-7pt5: Different outcomes (Grizzlies, Wizards); nhl-nyi-cbj-2025-12-28: Different outcomes (Islanders, Blue Jackets); cbb-ncol-col-2025-12-28-spread-home-13pt5: Different outcomes (Colorado Buffaloes, Northern Colorado Bears); nba-det-lac-2025-12-28-total-225pt5: Different outcomes (Under, Over); nhl-pit-chi-2025-12-28-total-5pt5: Different outcomes (Under, Over); nba-mem-was-2025-12-28-total-237pt5: Different outcomes (Under, Over); nba-det-lac-2025-12-28-total-223pt5: Different outcomes (Under, Over); cbb-sanclr-oregst-2025-12-28-total-152pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28-spread-away-4pt5: Different outcomes (Warriors, Raptors); nba-phi-okc-2025-12-28-total-228pt5: Different outcomes (Under, Over); nfl-phi-buf-2025-12-28-spread-home-1pt5: Different outcomes (Bills, Eagles); nba-bos-por-2025-12-28-spread-away-7pt5: Different outcomes (Trail Blazers, Celtics); nba-phi-okc-2025-12-28-total-227pt5: Different outcomes (Under, Over); cbb-csufl-smu-2025-12-28-spread-home-20pt5: Different outcomes (SMU Mustangs, Cal State Fullerton Titans); cbb-librty-flint-2025-12-28-spread-away-4pt5: Different outcomes (Liberty Flames, Florida International Golden Panthers); nba-mem-was-2025-12-28-total-238pt5: Different outcomes (Under, Over); nfl-phi-buf-2025-12-28-total-44pt5: Different outcomes (Under, Over); nba-det-lac-2025-12-28-total-224pt5: Different outcomes (Under, Over); nfl-nyg-lv-2025-12-28-spread-home-1pt5: Different outcomes (Raiders, Giants); nfl-phi-buf-2025-12-28: Different outcomes (Bills, Eagles); nfl-nyg-lv-2025-12-28-spread-away-3pt5: Different outcomes (Raiders, Giants); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); cbb-old-mary-2025-12-28-total-153pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28-total-223pt5: Different outcomes (Under, Over); nba-mem-was-2025-12-28: Different outcomes (Grizzlies, Wizards); nfl-phi-buf-2025-12-28-spread-home-3pt5: Different outcomes (Bills, Eagles); nhl-tor-det-2025-12-28-total-6pt5: Different outcomes (Under, Over); nfl-chi-sf-2025-12-28-total-50pt5: Different outcomes (Under, Over); nba-sac-lal-2025-12-28-total-234pt5: Different outcomes (Under, Over); cbb-ncol-col-2025-12-28-spread-home-14pt5: Different outcomes (Colorado Buffaloes, Northern Colorado Bears); nhl-mon-tb-2025-12-28-total-5pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28-total-225pt5: Different outcomes (Under, Over); nfl-phi-buf-2025-12-28-total-43pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28-total-224pt5: Different outcomes (Under, Over); cbb-winth-txtech-2025-12-28-total-165pt5: Different outcomes (Under, Over); nfl-nyg-lv-2025-12-28-total-41pt5: Different outcomes (Under, Over); nba-sac-lal-2025-12-28-spread-home-13pt5: Different outcomes (Kings, Lakers)"
eightpenguins,0x3c593aeb73ebdadbc9ce76d4264a6a2af4011766,39,24,115311.42,11701.67,44,2,"will-trump-release-the-epstein-files-by-december-22: Different outcomes (No, Yes); will-stranger-things-season-5-be-the-top-us-netflix-show-this-week-december-30-2025: Different outcomes (No, Yes)"
